county,county_fips,state,county_population,health_service_area_number,health_service_area,health_service_area_population,covid_inpatient_bed_utilization,covid_hospital_admissions_per_100k,covid_cases_per_100k,covid_19_community_level,date_updated
Beaufort County,45013,South Carolina,192122,143,"Chatham (Savannah), GA - Beaufort, SC",732482,0.5,1.4,38.52,Low,2022-04-21T07:00:00Z
Franklin County,53021,Washington,95222,702,"Benton (Kennewick), WA - Franklin, WA",299612,4.2,10.7,250.99,High,2022-07-14T07:00:00Z
Steuben County,18151,Indiana,34594,304,"Allen (Fort Wayne), IN - Noble, IN",578690,1,4.7,2.89,Low,2022-03-17T07:00:00Z
Richmond County,37153,North Carolina,44829,205,"Moore, NC - Richmond, NC",228116,4.3,7.9,205.22,Medium,2022-06-16T07:00:00Z
Person County,37145,North Carolina,39490,170,"Durham (Durham), NC - Granville, NC",485687,7.1,17.1,367.18,High,2022-08-04T07:00:00Z
Collin County,48085,Texas,1034730,453,"Dallas (Dallas), TX - Collin, TX",4244333,5.0,8.5,221.31,Medium,2022-08-25T07:00:00Z
Madison County,39097,Ohio,44731,281,"Franklin (Columbus), OH - Delaware, OH",1657646,1.8,6.9,58.13,Low,2022-05-19T07:00:00Z
Richmond County,51159,Virginia,9023,33,"Henrico (Richmond), VA - Chesterfield, VA",1291086,2.4,5,11.08,Low,2022-03-24T07:00:00Z
Rock Island County,17161,Illinois,141879,307,"Rock Island (Moline), IL - Henry, IL",211571,2.1,6.6,245.28,Medium,2022-05-19T07:00:00Z
Hockley County,48219,Texas,23021,406,"Lubbock (Lubbock), TX - Hockley, TX",391318,2.4,15.8,256.29,High,2022-07-14T07:00:00Z
Benzie County,26019,Michigan,17766,271,"Grand Traverse, MI - Manistee, MI",198535,5.3,20.1,112.57,High,2022-06-16T07:00:00Z
Tippah County,28139,Mississippi,22015,482,"Pontotoc, MS - Union, MS",83004,0,0,13.63,Low,2022-04-21T07:00:00Z
Delaware County,42045,Pennsylvania,566747,28,"Philadelphia (Philadelphia), PA - Montgomery, PA",4134985,3.1,8.7,130.39,Low,2022-06-23T07:00:00Z
Auglaize County,39011,Ohio,45656,292,"Allen (Lima), OH - Auglaize, OH",282680,0.3,1.8,21.9,Low,2022-05-05T07:00:00Z
Kimball County,31105,Nebraska,3632,741,"Laramie (Cheyenne), WY - Cheyenne, NE",113836,1.9,8.8,0,Low,2022-04-07T07:00:00Z
Jefferson County,19101,Iowa,18295,589,"Wapello, IA - Mahaska, IA",100356,0.7,2,16.4,Low,2022-05-05T07:00:00Z
Wise County,48497,Texas,69984,495,"Denton (Denton), TX - Wise, TX",998448,4.6,2.7,47.15,Low,2022-03-10T07:00:00Z
Union County,12125,Florida,15237,159,"Alachua (Gainesville), FL - Columbia, FL",528345,3.6,18.7,52.5,Medium,2022-06-09T07:00:00Z
Barrow County,13013,Georgia,83240,164,"Clarke (Athens), GA - Barrow, GA",407567,4.7,12.3,259.49,High,2022-07-21T07:00:00Z
Tom Green County,48451,Texas,119200,426,"Tom Green (San Angelo), TX - Runnels, TX",162408,1.7,13.5,345.64,High,2022-07-14T07:00:00Z
Autauga County,01001,Alabama,55869,171,"Montgomery (Montgomery), AL - Autauga, AL",386117,3.9,9.8,468.95,Medium,2022-07-14T07:00:00Z
Sussex County,34037,New Jersey,140488,87,"Morris (Parsippany-Troy Hills Township), NJ - Sussex, NJ",632333,1.9,7.3,196.46,Low,2022-04-28T07:00:00Z
McNairy County,47109,Tennessee,25694,245,"Hardin, TN - McNairy, TN",51346,1,0,241.3,Medium,2022-06-23T07:00:00Z
Addison County,50001,Vermont,36777,49,"Chittenden (Burlington), VT - Franklin, VT",257188,3.8,7.0,43.51,Low,2022-09-01T07:00:00Z
Fort Bend County,48157,Texas,811688,408,"Harris (Houston), TX - Fort Bend, TX",6378597,5.2,12.8,310.59,High,2022-06-23T07:00:00Z
Bourbon County,20011,Kansas,14534,630,"Crawford, KS - Bourbon, KS",63055,1.4,1.6,350.9,Medium,2022-09-01T07:00:00Z
Perry County,05105,Arkansas,10455,432,"Pulaski (Little Rock), AR - Faulkner, AR",787837,1.1,5,66.95,Low,2022-06-02T07:00:00Z
Baxter County,05005,Arkansas,41932,407,"Baxter, AR - Marion, AR",58626,2.3,18.8,85.85,Medium,2022-08-11T07:00:00Z
Marion County,19125,Iowa,33253,546,"Polk (Des Moines), IA - Dallas, IA",763408,4.2,9.2,198.48,Low,2022-08-18T07:00:00Z
Mercer County,34021,New Jersey,367430,126,"Mercer, NJ",367430,3.6,8.4,249.84,Medium,2022-06-30T07:00:00Z
Stanislaus County,06099,California,550660,737,"Stanislaus (Modesto), CA - Merced, CA",900021,5.6,8.4,241.89,Medium,2022-06-16T07:00:00Z
Martin County,48317,Texas,5771,492,"Midland (Midland), TX - Pecos, TX",202859,3.6,4.4,225.26,Medium,2022-03-03T07:00:00Z
Daviess County,21059,Kentucky,101511,316,"Daviess (Owensboro), KY - Ohio, KY",162603,0.3,3.7,22.66,Low,2022-04-28T07:00:00Z
Lake County,18089,Indiana,485493,308,"Lake (Gary), IN - Porter, IN",703428,2.3,5,152.83,Low,2022-06-23T07:00:00Z
Cascade County,30013,Montana,81366,692,"Cascade (Great Falls), MT - Glacier, MT",119555,2.7,15.1,196.64,Medium,2022-06-23T07:00:00Z
Centre County,42027,Pennsylvania,162385,26,"Centre (State College), PA - Clearfield, PA",285065,1.6,2.8,38.18,Low,2022-03-31T07:00:00Z
Bradley County,05011,Arkansas,10763,473,"Jefferson (Pine Bluff), AR - Drew, AR",128147,3.2,4.7,288.02,Medium,2022-06-23T07:00:00Z
Potter County,48375,Texas,117415,405,"Potter (Amarillo), TX - Randall, TX",350272,1.7,3.1,13.63,Low,2022-03-31T07:00:00Z
Paulding County,39125,Ohio,18672,356,"Defiance, OH - Williams, OH",120457,1,0.8,21.42,Low,2022-05-05T07:00:00Z
Wyoming County,42131,Pennsylvania,26794,78,"Luzerne (Wilkes-Barre), PA - Columbia, PA",409175,7.9,15.4,320.97,High,2022-05-19T07:00:00Z
Morrill County,31123,Nebraska,4642,580,"Scotts Bluff, NE - Goshen, WY",69815,3.6,10,129.25,Medium,2022-08-18T07:00:00Z
Seward County,31159,Nebraska,17284,561,"Lancaster (Lincoln), NE - Gage, NE",387173,2.3,9.3,109.93,Low,2022-08-04T07:00:00Z
Carter County,29035,Missouri,5982,563,"Cape Girardeau, MO - Butler, MO",310071,6.1,18.4,284.19,High,2022-07-28T07:00:00Z
Graham County,20065,Kansas,2482,565,"Ellis, KS - Rooks, KS",44188,0,0,0,Low,2022-05-05T07:00:00Z
